title,company,experience,salary,location,description,industry,skills,scraped_at
Data Analyst,Capgemini Technology Services India Limited,2-5 Years,,Hyderabad,"Job description\nData analysts import, inspect, clean, transform, validate, model, or interpret collections of data with regard to the business goals of the company. They ensure that the data sources and repositories provide consistent and reliable data. Data analysts use different algorithms and IT tools as demanded by the situation and the current data. They might prepare reports in the form of visualizations such as graphs, charts, and dashboards.\nJob Description - Grade Specific\nThe roles plays a critical role in leveraging data analysis to provide insights and recommendations to the stakeholders. Technical skills combined with consulting skills to support decision-making, drive business growth, and deliver value through data-driven insights.",Information Technology,"['Data Analysis', 'pivot table', 'Algorithms', 'Machine Learning', 'Tableau', 'data mining', 'Power Bi', 'Data Visualization', 'macros', 'Sql']",2025-06-12 15:19:37
Engineering Data Analyst,Alstom,3-5 Years,,Bengaluru,"Create and enforce Standard , Specific & Design parts for effective data management\nFormulate techniques for quality data collection to ensure adequacy, accuracy and legitimacy of data\nDevise and implement efficient and secure procedures for data handling and analysis with attention to all technical aspects\nSupport others in the daily use of data systems and ensure adherence to legal and company standards\nAssist with reports and data extraction when needed\nMonitor and analyze information and data systems and evaluate their performance to discover ways of enhancing them (new technologies, upgrades etc.)\nTroubleshoot data-related problems and authorize maintenance or modifications\nManage all incoming data files.\nContinually develop data management strategies.\nAnalyse & validate master data during rollouts. Raise incidents tickets and work closely with other IT operations teams to resolve MDM issues.\nBeing resilient and strive towards taking the team to next level by highlighting roadblocks to management\nCritical Challenges\nMtiers facing transformation challenges while business continuity must be maintained in Regions\nComplex end to end data flows with many cross-data dependencies",Transportation,"['Master data validation', 'Data quality management', 'ERP systems (MDM)', 'Issue resolution', 'Process Optimization', 'Data Governance']",2025-06-12 15:19:38
Cloud Security Compliance and Data Analyst,IBM,2-6 Years,,Bengaluru,"We are seeking a detail-oriented and analyticalSecurity Compliance and Data Analystto join our team. In this role, you will be responsible for ensuring that organizational data and systems adhere to security policies, regulatory standards, and best practices while providing insightful data analysis to support compliance and risk management efforts including internal readiness/assessments and external audits for IBM IaaS and Virtual Private Cloud.\nYou will work across our global teams and diverse stakeholders- security focals, executive program and delivery managers, regulatory and compliance certifications experts, product management, IT, and business teams to monitor, drive plans and deliver key security compliance metrics, analyze audit data, identify gaps, and contribute to the continuous improvement of IBM cloud security and compliance posture. Additionally, you will leverage your analytical skills to create dashboards, generate compliance reports, and support internal and external audits through data-driven insights.\nThe ideal candidate will be familiar with key regulatory and compliance frameworks, such as SOC2, PCI DSS, NIST standards, ISO 27K series, ISO 20000, GDPR, HITRUST, FEDRAMP or ITAR, and solid technical skills in data analysis, reporting, and produce data/reports for business operations that support the management for security compliance business decision making.\nYour role and responsibilities\nGenerate compliance reports from an existing dashboard or build requirements to create a new reporting dashboard\nProactively Monitor, track, and report on security compliance status across systems and processes.\nAnalyze large datasets to identify trends, anomalies, and compliance risks.\nSupport security audits, assessments, and certification efforts through data collection and analysis.\nPossess strong communication skill, collaborate with cross-functional matrix teams to drive root cause analysis, corrective actions and improvements based on data insights.\nMaintain and enhance compliance reporting dashboards and metrics for leadership visibility and decision making.\nRequired education\nBachelor's Degree\nRequired technical and professional expertise\nExperience working with security architects and technical security teams to define and implement security processes and procedures based on industry-standard best practices and compliance requirements. Defining the requirements and validating the procedures and audit testing methodology\nWorking with the Development teams to ensure automation of evidence collection and evidence management is always in line with compliance expectations, otherwise, identifies specific actions and owners to meet the expectations.\nAssisting team members in addressing highly complex security issues applicable to enterprise environment\nAbility to utilize project management principles to properly scope compliance work efforts by service lines, identify common areas of work, and create a measurable milestone plans across service lines to enable completion of compliance work items on time.\nAbility to manage multiple priority projects simultaneously under a short timeline\nExperience/familiar with enterprise risk management (ERM) framework, service delivery operations, software development lifecycle and be able to understand when to request and integrate risk items into compliance reporting.\nExperience with compliance programs such as FedRAMP/ FISMA, HIPAA, GDPR, SOC 2, PCI, NIST, ISO, ITAR, etc.\nConducting regular reviews on compliance progression of systems and hosting internal audit/assessment as required to maintain compliance certifications.\nAbility to translate and interpret regulatory compliance requirements into technical controls\nAbility to understand cloud enterprise business computing operations/requirements, and effectively communicate to service lines what is expected in order to consider a work item complete. Also, will possess good understanding of networking security including security systems such as firewalls, intrusion detection, vulnerability scanning, OS patching, health-checking\nDiagnosing the root cause of problems and propose solutions: Examples would be failed patches, tooling issues, false positives on system tests, authentication problems. Drive and track audit, security and compliance finding remediation to closure.\nExperience withenterprise configuration Managementdatabase (CMDB) orIT Asset inventory Management. UnderstandCMDB's structure, data quality, relationships between CIs (Configuration Items), and updates. Use the CMDB for risk, audit, and compliance analysis and reporting\nProficiency in SQL, Excel (advanced level: pivot tables, macros), and ServiceNow data analytics and visualization functionalities\nAbility to process large datasets, identify and handle missing data, data transformation, normalization, and data quality checks.\nAbility to perform data analysis to discover patterns and trends to mitigate security risks and drive business results\nWork with stakeholders to define key metrics and KPIs; develop dashboards and reports for business users.\nCollaborate with database engineers, data owners, security focal, product managers, and broader metrics teams to understand data needs.\nResults oriented with intense focus on achieving both short and long term goals. He/she should be able to drive and execute an agenda in a fast paced, dynamic environment.\nStrong project management skills with ability to design visual and appealing presentations\nStrong collaboration, problem-solving and critical-thinking abilities.\nExcellent communication skills ability to explain technical findings to non-technical audiences.\nGood time management, organizational skills, and ability to prioritize tasks.\nCuriosity and a continuous learning mindset.\nA highly organized with strong attention to detail, analytical and project management skills\nWork independently within a team focused organization.\nPreferred technical and professional experience\nExperience or familiar with cloud service models; IaaS preferred.\nProject management and consulting experience is a plus\nExperience with process automation is a plus\nExperience with Linux Shell, Perl or Python is a plus",Information Technology,"['Data Analysis', 'regulatory frameworks', 'risk management', 'Security Compliance', 'Sql', 'Servicenow']",2025-06-12 15:19:39
Data Analyst,Achnet,4-8 Years,,Noida,"Managing master data, including creation, updates, and deletion\nManaging users and user roles\nProvide quality assurance of imported data, working with quality assurance analysts if necessary\nCommissioning and decommissioning of data sets\nProcessing confidential data and information according to guidelines\nHelping develop reports and analysis\nManaging and designing the reporting environment, including data sources, security, and metadata\nSupporting the data warehouse in identifying and revising reporting requirements\nSupporting initiatives for data integrity and normalization\nAssessing tests and implementing new or upgraded software and assisting with strategic decisions on new systems\nGenerating reports from single or multiple systems\nTroubleshooting the reporting database environment and reports\nEvaluating changes and updates to source production systems\nTraining end-users on new reports and dashboards\nProviding technical expertise in data storage structures, data mining, and data cleansing",Career Planning,"['Administration', 'Analytical', 'Data Analyst', 'Talent Management', 'San', 'Data Modeling', 'MySQL', 'Power Bi', 'Sql', 'Python']",2025-06-12 15:19:41
Data Analyst,Systechcorp Private Limited,2-6 Years,,"Kolkata, Mumbai","Skillset :\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.\nResponsibilities:\nPlanogram & Space Optimization for the Client:\nDevelop and implement planograms tailored to the client s store formats and merchandising strategies.\nEnsure that planograms align with the client s business objectives and localized assortment requirements.\nLeverage space planning tools (JDA/Blue Yonder, Relex, etc.) to enhance product visibility and sales.\nOperations & Execution:\nEnsure accurate execution of the client s space planning and merchandising strategies.\nMaintain governance and control over store layout data to ensure consistency across locations.\nTrack and improve key performance metrics related to space utilization, planogram compliance, and operational efficiency.\nStakeholder Management & Client Coordination:\nAct as the primary point of contact for the client s teams regarding space planning and execution.\nWork closely with the client s store managers, marketing, and operations teams to implement and optimize merchandising initiatives.\nProvide regular updates and insights to the client, addressing concerns and ensuring alignment with their business goals.\nQualifications We Seek in You!\nMinimum Qualifications:\nBachelors degree in Retail Management, Operations, Architecture, Civil Engineering, or related fields.\nExperience in space planning, planogram development, and retail store layout optimization for clients.\nHands-on experience with space planning tools like JDA/Blue Yonder, Relex, Nexgen, or Apollo Retail.\nPreferred Qualifications/Skills:\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.",Software,"['Powerpoint', 'Operations', 'Relex', 'Ms Office', 'Excel', 'Jda']",2025-06-12 15:19:42
Data Analyst,Systechcorp Private Limited,2-6 Years,,"Kolkata, Mumbai","Skillset :\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.\nResponsibilities:\nPlanogram & Space Optimization for the Client:\nDevelop and implement planograms tailored to the client s store formats and merchandising strategies.\nEnsure that planograms align with the client s business objectives and localized assortment requirements.\nLeverage space planning tools (JDA/Blue Yonder, Relex, etc.) to enhance product visibility and sales.\nOperations & Execution:\nEnsure accurate execution of the client s space planning and merchandising strategies.\nMaintain governance and control over store layout data to ensure consistency across locations.\nTrack and improve key performance metrics related to space utilization, planogram compliance, and operational efficiency.\nStakeholder Management & Client Coordination:\nAct as the primary point of contact for the client s teams regarding space planning and execution.\nWork closely with the client s store managers, marketing, and operations teams to implement and optimize merchandising initiatives.\nProvide regular updates and insights to the client, addressing concerns and ensuring alignment with their business goals.\nQualifications We Seek in You!\nMinimum Qualifications:\nBachelors degree in Retail Management, Operations, Architecture, Civil Engineering, or related fields.\nExperience in space planning, planogram development, and retail store layout optimization for clients.\nHands-on experience with space planning tools like JDA/Blue Yonder, Relex, Nexgen, or Apollo Retail.\nPreferred Qualifications/Skills:\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.",Software,"['Powerpoint', 'Operations', 'Relex', 'Ms Office', 'Excel', 'Jda']",2025-06-12 15:19:51
Data Analyst,Turtlemint,0-3 Years,,Pune,"Using automated tools to extract data from primary and secondary sources\nRemoving corrupted data and fixing coding errors and related problems\nDeveloping and maintaining databases, data systems - reorganizing data in a readable format\nData sourcing through various tools, Data export and import in excel, pooling all the data from market source as per companies requirement.\nDatabase Presentation through dashboards and diagrams.\nMarket study and Analysis as per the Company requirement\nCompetitor's business strategy and rate analysis study.\nPerforming analysis to assess quality and meaning of data\nFilter Data by reviewing reports and performance indicators to identify and correct code problems\nUsing statistical tools to identify, analyse, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction\nAssigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time.\nAnalyzing local, national, and global trends that impact both the organization and the industry\nPreparing reports for the management stating trends, patterns, and predictions using relevant data\nPreparing final analysis reports for the management to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends.\nSkills Qualifications:\nProven working experience in Data Analyst\nSolid knowledge of website analytics tools (e.g., Google Analytics, Web Trends)\nStrong analytical skills and data-driven thinking.",Insurance,"['Analytical Skills', 'Data Analysis', 'Data Analyst', 'Business Strategy', 'Google Analytics', 'Coding']",2025-06-12 15:19:53
Data Analyst,Turtlemint,0-3 Years,,Pune,"Using automated tools to extract data from primary and secondary sources\nRemoving corrupted data and fixing coding errors and related problems\nDeveloping and maintaining databases, data systems - reorganizing data in a readable format\nData sourcing through various tools, Data export and import in excel, pooling all the data from market source as per companies requirement.\nDatabase Presentation through dashboards and diagrams.\nMarket study and Analysis as per the Company requirement\nCompetitor's business strategy and rate analysis study.\nPerforming analysis to assess quality and meaning of data\nFilter Data by reviewing reports and performance indicators to identify and correct code problems\nUsing statistical tools to identify, analyse, and interpret patterns and trends in complex data sets that could be helpful for the diagnosis and prediction\nAssigning numerical value to essential business functions so that business performance can be assessed and compared over periods of time.\nAnalyzing local, national, and global trends that impact both the organization and the industry\nPreparing reports for the management stating trends, patterns, and predictions using relevant data\nPreparing final analysis reports for the management to understand the data-analysis steps, enabling them to take important decisions based on various facts and trends.\nSkills Qualifications:\nProven working experience in Data Analyst\nSolid knowledge of website analytics tools (e.g., Google Analytics, Web Trends)\nStrong analytical skills and data-driven thinking.",Insurance,"['Analytical Skills', 'Data Analysis', 'Data Analyst', 'Business Strategy', 'Google Analytics', 'Coding']",2025-06-12 15:19:55
Data Analyst,Systechcorp Private Limited,2-6 Years,,Bengaluru,"Responsibilities:\nPlanogram & Space Optimization for the Client:\nDevelop and implement planograms tailored to the client s store formats and merchandising strategies.\nEnsure that planograms align with the client s business objectives and localized assortment requirements.\nLeverage space planning tools (JDA/Blue Yonder, Relex, etc.) to enhance product visibility and sales.\nOperations & Execution:\nEnsure accurate execution of the client s space planning and merchandising strategies.\nMaintain governance and control over store layout data to ensure consistency across locations.\nTrack and improve key performance metrics related to space utilization, planogram compliance, and operational efficiency.\nStakeholder Management & Client Coordination:\nAct as the primary point of contact for the client s teams regarding space planning and execution.\nWork closely with the client s store managers, marketing, and operations teams to implement and optimize merchandising initiatives.\nProvide regular updates and insights to the client, addressing concerns and ensuring alignment with their business goals.\nQualifications We Seek in You!\nMinimum Qualifications:\nBachelors degree in Retail Management, Operations, Architecture, Civil Engineering, or related fields.\nExperience in space planning, planogram development, and retail store layout optimization for clients.\nHands-on experience with space planning tools like JDA/Blue Yonder, Relex, Nexgen, or Apollo Retail.\nPreferred Qualifications/Skills:\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.",Software,"['Blue Yonder', 'nexgen storage', 'Relex', 'Apollo Retail', 'Ms Office']",2025-06-12 15:19:56
Data Analyst,Systechcorp Private Limited,2-6 Years,,"Chennai, Bengaluru","Skillset :\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.\nResponsibilities:\nPlanogram & Space Optimization for the Client:\nDevelop and implement planograms tailored to the client s store formats and merchandising strategies.\nEnsure that planograms align with the client s business objectives and localized assortment requirements.\nLeverage space planning tools (JDA/Blue Yonder, Relex, etc.) to enhance product visibility and sales.\nOperations & Execution:\nEnsure accurate execution of the client s space planning and merchandising strategies.\nMaintain governance and control over store layout data to ensure consistency across locations.\nTrack and improve key performance metrics related to space utilization, planogram compliance, and operational efficiency.\nStakeholder Management & Client Coordination:\nAct as the primary point of contact for the client s teams regarding space planning and execution.\nWork closely with the client s store managers, marketing, and operations teams to implement and optimize merchandising initiatives.\nProvide regular updates and insights to the client, addressing concerns and ensuring alignment with their business goals.\nQualifications We Seek in You!\nMinimum Qualifications:\nBachelors degree in Retail Management, Operations, Architecture, Civil Engineering, or related fields.\nExperience in space planning, planogram development, and retail store layout optimization for clients.\nHands-on experience with space planning tools like JDA/Blue Yonder, Relex, Nexgen, or Apollo Retail.\nPreferred Qualifications/Skills:\nStrong analytical skills with the ability to interpret data and provide insights to the client.\nProficiency in MS Office (Excel, PowerPoint) and data visualization tools like Power BI or Tableau.\nExcellent communication, stakeholder management, and problem-solving abilities.\nExperience working with multiple store formats and client-specific merchandising strategies.",Software,"['Powerpoint', 'Operations', 'Relex', 'Ms Office', 'Excel', 'Jda']",2025-06-12 15:19:57
Data Analyst,Xoom,2-4 Years,,Bengaluru,"In your day to day role you will -\nIn this role you will have full ownership of a portfolio of merchants and is responsible for end-to-end management of loss and decline rates.\nCollaborate with different teams to develop strategies for fraud prevention, loss savings, and optimize transaction declines or improve customer friction.\nYou will work together with cross-functional teams to deliver solutions and providing Risk analytics on frustration trend/ KPIs monitoring or alerting for fraud events.\nThese solutions will adapt PayPal s advanced proprietary fraud prevention tools enabling business growth.\nWhat do you need to bring-\n2-4 years of relevant experience working with large-scale complex dataset.\nStrong analytical mindset, ability to decompose business requirements into an analytical plan, and execute the plan to answer those business questions\nExcellent communication skills, equally adept at working with engineers as well as business leaders\nWant to build new solutions and invent new approaches to big, ambiguous, critical problems\nStrong working knowledge ofExcel, SQL and Python/R\nTechnical Proficiency Exploratory Data Analysis and expertise in preparing a clean and structured data for model development.\nExperience in applying AI/ML techniques for business decisioning including supervised and unsupervised learning (e.g., regression, classification, clustering, decision trees, anomaly detection, etc.).\nKnowledge of model evaluation techniques such as Precision, Recall, ROC-AUC Curve, etc. along with basic statistical concepts.",FinTech,"['Data Analysis', 'AI/ML', 'Model Evaluation', 'Fraud Prevention', 'Sql', 'Python']",2025-06-12 15:19:59
Data Management - Data Analyst-IT I.,Systechcorp Private Limited,1-6 Years,,Bengaluru,"Job Description:\nWe re looking for a junior Data Engineer with at least 1 year of experience to join our growing HR Tech team. You ll work with cross-functional stakeholders including HR, Analytics, and Product teams to design, build, and maintain data pipelines and solutions that support strategic HR initiatives like workforce planning, employee engagement, talent acquisition, and diversity analytics.\nKey Responsibilities\nDesign and develop scalable data pipelines for HR analytics and reporting\nIntegrate data from Oracle HR systems and third-party sources\nOptimize SQL queries and ETL processes for performance and accuracy\nCollaborate with HR analysts and data scientists to deliver reliable datasets\nEnsure data quality, consistency, and security across platforms\nDocument workflows, data models, and technical processes\nRequired Qualifications\n1+ years of experience in data engineering, data analytics, or related field\nStrong SQL skills and familiarity with ETL tools like ODI\nExperience with Python, R, or similar scripting languages\nKnowledge of data warehousing concepts and relational databases (e.g., Oracle, MySQL)\nUnderstanding of HR data (e.g., employee lifecycle, organization hierarchy) is a plus\nBachelor s degree in Computer Science, Information Systems, Data Science, or related field\nPreferred Qualifications\nExperience working with Oracle Cloud Infrastructure (OCI)\nFamiliarity with Oracle HCM Cloud or other HRIS platforms\nInterest in using AI and machine learning to improve HR processes",Software,"['oracle hr', 'R', 'Hris', 'Etl', 'Python', 'Mysql']",2025-06-12 15:20:00
